symbol,tv_ticker,sector,industry,description,grade,pass_tf,on_list,w1_score,d1_score,score,price,note
DDOG,NASDAQ:DDOG,Technology services,Packaged software,"Datadog, Inc.",B,,False,2,0,2,222.47,W1 2/3：量價配合；大陽2根 | D1 0/3：大陽2根 | W/D 未過 | 跌市反向：3M 72.2% vs SPY 12.9% | 領先MA未過：股 $222.47 [10下/20下/50上] 1/3 vs SPY $737.93 [10下/20下/50上] 1/3
DECK,NYSE:DECK,Consumer non-durables,Apparel/Footwear,Deckers Outdoor Corporation,C,,False,1,1,2,103.65,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 1.2% vs SPY 12.9% | 領先MA未過：股 $103.65 [10下/20下/50下] 0/3 vs SPY $737.98 [10下/20下/50上] 1/3
DFTX,NASDAQ:DFTX,Health technology,Pharmaceuticals: major,"Definium Therapeutics, Inc.",C,,False,1,1,2,36.56,W1 1/3：股升日量高 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 102.0% vs SPY 12.9% | 領先MA：股 $36.56 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
DHI,NYSE:DHI,Consumer durables,Homebuilding,"D.R. Horton, Inc.",C,,False,1,1,2,156.58,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 13.1% vs SPY 12.9% | 領先MA：股 $156.58 [10上/20上/50上] 3/3 vs SPY $738.17 [10下/20下/50上] 1/3
DKS,NYSE:DKS,Retail trade,Specialty stores,Dick's Sporting Goods Inc,B,,False,0,2,2,239.42,W1 0/3：大陽3根 | D1 2/3：MA轉上；股升日量高 | W/D 未過 | 跌市反向：3M 25.9% vs SPY 12.9% | 領先MA：股 $239.42 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
DY,NYSE:DY,Industrial services,Engineering & construction,"Dycom Industries, Inc.",B,,False,2,0,2,461.01,W1 2/3：MA轉上；股升日量高；大陽2根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 31.8% vs SPY 12.9% | 領先MA未過：股 $461.01 [10下/20下/50上] 1/3 vs SPY $737.98 [10下/20下/50上] 1/3
ELVN,NASDAQ:ELVN,Health technology,Biotechnology,"Enliven Therapeutics, Inc.",C,,False,1,1,2,46.9,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 52.2% vs SPY 12.9% | 領先MA：股 $46.90 [10上/20上/50上] 3/3 vs SPY $738.06 [10下/20下/50上] 1/3
EMN,NYSE:EMN,Process industries,Chemicals: specialty,Eastman Chemical Company,C,,False,1,1,2,70.82,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 5.3% vs SPY 12.9% | 領先MA未過：股 $70.82 [10下/20下/50下] 0/3 vs SPY $737.87 [10下/20下/50上] 1/3
EMR,NYSE:EMR,Electronic technology,Electronic equipment/Instruments,Emerson Electric Company,C,,False,1,1,2,145.19,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 12.3% vs SPY 12.9% | 領先MA：股 $145.19 [10下/20上/50上] 2/3 vs SPY $737.93 [10下/20下/50上] 1/3
ETSY,NYSE:ETSY,Retail trade,Internet retail,"Etsy, Inc.",C,,False,1,1,2,73.58,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 40.2% vs SPY 12.9% | 領先MA：股 $73.58 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
EVR,NYSE:EVR,Finance,Investment banks/Brokers,Evercore Inc.,C,,False,1,1,2,368.6,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 32.4% vs SPY 12.9% | 領先MA：股 $368.60 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
EXEL,NASDAQ:EXEL,Health technology,Pharmaceuticals: major,"Exelixis, Inc.",C,,False,1,1,2,51.15,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 23.5% vs SPY 12.9% | 領先MA未過：股 $51.15 [10下/20下/50上] 1/3 vs SPY $737.74 [10下/20下/50上] 1/3
EXP,NYSE:EXP,Non-energy minerals,Construction materials,Eagle Materials Inc,C,,False,1,1,2,221.54,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 21.6% vs SPY 12.9% | 領先MA：股 $221.54 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
EXTR,NASDAQ:EXTR,Electronic technology,Computer peripherals,"Extreme Networks, Inc.",C,,False,1,1,2,31.48,W1 1/3：股升日量高；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 107.5% vs SPY 12.9% | 領先MA：股 $31.48 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
FER,NASDAQ:FER,Industrial services,Engineering & construction,Ferrovial N.V.,B,,False,0,2,2,69.93,W1 0/3：大陽1根 | D1 2/3：MA轉上；股升日量高；大陽2根 | W/D 未過 | 未跑贏：3M 12.0% vs SPY 12.9% | 領先MA：股 $69.93 [10上/20上/50上] 3/3 vs SPY $738.17 [10下/20下/50上] 1/3
FIVE,NASDAQ:FIVE,Retail trade,Discount stores,"Five Below, Inc.",C,,False,1,1,2,187.63,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 未跑贏：3M -18.6% vs SPY 12.9% | 領先MA未過：股 $187.63 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
FLEX,NASDAQ:FLEX,Electronic technology,Electronic production equipment,Flex Ltd.,C,,False,1,1,2,151.56,W1 1/3：股升日量高；大陽4根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 133.0% vs SPY 12.9% | 領先MA：股 $151.56 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
FORM,NASDAQ:FORM,Electronic technology,Semiconductors,"FormFactor, Inc.",C,,False,1,1,2,143.41,W1 1/3：股升日量高；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 47.5% vs SPY 12.9% | 領先MA：股 $143.41 [10上/20上/50上] 3/3 vs SPY $737.74 [10下/20下/50上] 1/3
FSLR,NASDAQ:FSLR,Electronic technology,Semiconductors,"First Solar, Inc.",B,,False,2,0,2,263.29,W1 2/3：MA轉上；股升日量高；大陽1根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 38.6% vs SPY 12.9% | 領先MA：股 $263.29 [10上/20下/50上] 2/3 vs SPY $738.15 [10下/20下/50上] 1/3
GGB,NYSE:GGB,Non-energy minerals,Steel,Gerdau S.A.,C,,False,1,1,2,4.2,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 24.1% vs SPY 12.9% | 領先MA未過：股 $4.20 [10下/20下/50下] 0/3 vs SPY $737.87 [10下/20下/50上] 1/3
GLXY,NASDAQ:GLXY,Finance,Investment banks/Brokers,Galaxy Digital Inc.,C,,False,1,1,2,32.37,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 49.2% vs SPY 12.9% | 領先MA：股 $32.37 [10下/20上/50上] 2/3 vs SPY $737.74 [10下/20下/50上] 1/3
GSAT,NASDAQ:GSAT,Communications,Wireless telecommunications,"Globalstar, Inc.",C,,False,1,1,2,80.11,W1 1/3：股跌日量低 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 32.2% vs SPY 12.9% | 領先MA未過：股 $80.11 [10下/20下/50下] 0/3 vs SPY $737.95 [10下/20下/50上] 1/3
HBAN,NASDAQ:HBAN,Finance,Major banks,Huntington Bancshares Incorporated,C,,False,1,1,2,17.12,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 13.0% vs SPY 12.9% | 領先MA：股 $17.12 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
HEI,NYSE:HEI,Electronic technology,Aerospace & defense,Heico Corporation,C,,False,1,1,2,332.83,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 19.0% vs SPY 12.9% | 領先MA：股 $332.83 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
HIMS,NYSE:HIMS,Health services,Medical/Nursing services,"Hims & Hers Health, Inc.",C,,False,1,1,2,34.22,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽5根 | W/D 未過 | 跌市反向：3M 52.4% vs SPY 12.9% | 領先MA：股 $34.22 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
HOG,NYSE:HOG,Consumer durables,Motor vehicles,"Harley-Davidson, Inc.",C,,False,1,1,2,25.1,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 42.2% vs SPY 12.9% | 領先MA：股 $25.10 [10下/20上/50上] 2/3 vs SPY $737.97 [10下/20下/50上] 1/3
HPQ,NYSE:HPQ,Technology services,Information technology services,HP Inc.,C,,False,1,1,2,23.8,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 29.9% vs SPY 12.9% | 領先MA未過：股 $23.79 [10下/20下/50上] 1/3 vs SPY $737.98 [10下/20下/50上] 1/3
HSBC,NYSE:HSBC,Finance,Major banks,"HSBC Holdings, plc.",C,,False,1,1,2,96.04,W1 1/3：股跌日量低 | D1 1/3：MA轉上；大陽2根 | W/D 未過 | 跌市反向：3M 21.0% vs SPY 12.9% | 領先MA：股 $96.04 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
HUT,NASDAQ:HUT,Miscellaneous,Miscellaneous,Hut 8 Corp.,C,,False,1,1,2,122.21,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 130.9% vs SPY 12.9% | 領先MA：股 $122.21 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
IBRX,NASDAQ:IBRX,Health technology,Pharmaceuticals: major,"ImmunityBio, Inc.",C,,False,1,1,2,7.48,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 未跑贏：3M -20.4% vs SPY 12.9% | 領先MA：股 $7.48 [10上/20上/50下] 2/3 vs SPY $737.87 [10下/20下/50上] 1/3
ILMN,NASDAQ:ILMN,Health technology,Medical specialties,"Illumina, Inc.",C,,False,1,1,2,165.41,W1 1/3：MA轉上；大陽1根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 33.6% vs SPY 12.9% | 領先MA：股 $165.41 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
IVZ,NYSE:IVZ,Finance,Investment managers,Invesco Ltd,B,,False,2,0,2,27.96,W1 2/3：MA轉上；股跌日量低；大陽2根 | D1 0/3：大陽3根 | 跌市反向：3M 18.5% vs SPY 12.9% | 領先MA未過：股 $27.96 [10下/20下/50上] 1/3 vs SPY $737.74 [10下/20下/50上] 1/3
JBL,NYSE:JBL,Producer manufacturing,Industrial machinery,Jabil Inc.,C,,False,1,1,2,368.85,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 38.6% vs SPY 12.9% | 領先MA未過：股 $368.85 [10下/20下/50上] 1/3 vs SPY $738.17 [10下/20下/50上] 1/3
JEF,NYSE:JEF,Finance,Investment banks/Brokers,Jefferies Financial Group Inc.,C,,False,1,1,2,61.4,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽4根 | W/D 未過 | 跌市反向：3M 56.4% vs SPY 12.9% | 領先MA：股 $61.40 [10上/20上/50上] 3/3 vs SPY $737.74 [10下/20下/50上] 1/3
JXN,NYSE:JXN,Finance,Life/Health insurance,Jackson Financial Inc.,C,,False,1,1,2,109.26,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 5.4% vs SPY 12.9% | 領先MA：股 $109.26 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
KEEL,NASDAQ:KEEL,Technology services,Data processing services,Keel Infrastructure Corp.,C,,False,1,1,2,6.72,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 191.1% vs SPY 12.9% | 領先MA：股 $6.72 [10上/20上/50上] 3/3 vs SPY $738.20 [10下/20下/50上] 1/3
KEYS,NYSE:KEYS,Electronic technology,Electronic equipment/Instruments,Keysight Technologies Inc.,B,,False,0,2,2,357.26,W1 0/3：未達 | D1 2/3：MA轉上；股升日量高 | W/D 未過 | 跌市反向：3M 23.6% vs SPY 12.9% | 領先MA：股 $357.26 [10上/20上/50上] 3/3 vs SPY $738.04 [10下/20下/50上] 1/3
KLAC,NASDAQ:KLAC,Electronic technology,Semiconductors,KLA Corporation,C,,False,1,1,2,247.39,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高；大陽5根 | W/D 未過 | 跌市反向：3M 63.9% vs SPY 12.9% | 領先MA：股 $247.38 [10上/20上/50上] 3/3 vs SPY $737.96 [10下/20下/50上] 1/3
KLIC,NASDAQ:KLIC,Producer manufacturing,Industrial machinery,"Kulicke and Soffa Industries, Inc.",C,,False,1,1,2,120.47,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 84.8% vs SPY 12.9% | 領先MA：股 $120.47 [10上/20上/50上] 3/3 vs SPY $738.13 [10下/20下/50上] 1/3
KTB,NYSE:KTB,Consumer non-durables,Apparel/Footwear,"Kontoor Brands, Inc.",C,,False,1,1,2,75.24,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 未跑贏：3M 8.5% vs SPY 12.9% | 領先MA：股 $75.24 [10下/20上/50上] 2/3 vs SPY $738.20 [10下/20下/50上] 1/3
LASR,NASDAQ:LASR,Electronic technology,Semiconductors,"nLIGHT, Inc.",C,,False,1,1,2,63.67,W1 1/3：股跌日量低 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M -9.0% vs SPY 12.9% | 領先MA未過：股 $63.67 [10下/20下/50下] 0/3 vs SPY $738.20 [10下/20下/50上] 1/3
LII,NYSE:LII,Producer manufacturing,Industrial machinery,"Lennox International, Inc.",C,,False,1,1,2,524.09,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 未跑贏：3M 10.2% vs SPY 12.9% | 領先MA：股 $524.09 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
LOGI,NASDAQ:LOGI,Electronic technology,Computer peripherals,Logitech International S.A. - Registered Shares,C,,False,1,1,2,104.8,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 15.3% vs SPY 12.9% | 領先MA未過：股 $104.80 [10下/20下/50下] 0/3 vs SPY $737.98 [10下/20下/50上] 1/3
LSCC,NASDAQ:LSCC,Electronic technology,Semiconductors,Lattice Semiconductor Corporation,C,,False,1,1,2,148.2,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 60.5% vs SPY 12.9% | 領先MA：股 $148.20 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
LUV,NYSE:LUV,Transportation,Airlines,Southwest Airlines Company,C,,False,1,1,2,49.43,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 23.0% vs SPY 12.9% | 領先MA：股 $49.43 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
LYG,NYSE:LYG,Finance,Major banks,Lloyds Banking Group Plc,C,,False,1,1,2,5.76,W1 1/3：股跌日量低 | D1 1/3：MA轉上 | W/D 未過 | 跌市反向：3M 17.4% vs SPY 12.9% | 領先MA：股 $5.76 [10上/20上/50上] 3/3 vs SPY $737.93 [10下/20下/50上] 1/3
MC,NYSE:MC,Finance,Investment banks/Brokers,Moelis & Company,C,,False,1,1,2,67.36,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 24.9% vs SPY 12.9% | 領先MA未過：股 $67.36 [10下/20下/50上] 1/3 vs SPY $738.12 [10下/20下/50上] 1/3
MKSI,NASDAQ:MKSI,Producer manufacturing,Industrial machinery,MKS Inc.,C,,False,1,1,2,390.3,W1 1/3：股跌日量低；大陽4根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 66.2% vs SPY 12.9% | 領先MA：股 $390.30 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
MPWR,NASDAQ:MPWR,Electronic technology,Semiconductors,"Monolithic Power Systems, Inc.",C,,False,1,1,2,1479.83,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 37.8% vs SPY 12.9% | 領先MA未過：股 $1479.83 [10下/20下/50下] 0/3 vs SPY $738.04 [10下/20下/50上] 1/3
MRNA,NASDAQ:MRNA,Health technology,Biotechnology,"Moderna, Inc.",C,,False,1,1,2,63.26,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽4根 | W/D 未過 | 跌市反向：3M 23.4% vs SPY 12.9% | 領先MA：股 $63.26 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
MRVL,NASDAQ:MRVL,Electronic technology,Semiconductors,"Marvell Technology, Inc.",C,,False,1,1,2,289.36,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 221.1% vs SPY 12.9% | 領先MA：股 $289.36 [10上/20上/50上] 3/3 vs SPY $737.85 [10下/20下/50上] 1/3
MTCH,NASDAQ:MTCH,Technology services,Internet software/Services,"Match Group, Inc.",C,,False,1,1,2,35.49,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 14.4% vs SPY 12.9% | 領先MA：股 $35.49 [10上/20上/50下] 2/3 vs SPY $737.87 [10下/20下/50上] 1/3
MTH,NYSE:MTH,Finance,Real estate development,Meritage Homes Corporation,C,,False,1,1,2,75.18,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 跌市反向：3M 23.4% vs SPY 12.9% | 領先MA：股 $75.18 [10上/20上/50上] 3/3 vs SPY $738.22 [10下/20下/50上] 1/3
MTRN,NYSE:MTRN,Electronic technology,Electronic equipment/Instruments,Materion Corporation,C,,False,1,1,2,271.99,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 97.3% vs SPY 12.9% | 領先MA：股 $271.99 [10上/20上/50上] 3/3 vs SPY $738.13 [10下/20下/50上] 1/3
MU,NASDAQ:MU,Electronic technology,Semiconductors,"Micron Technology, Inc.",C,,False,1,1,2,1103.75,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 173.1% vs SPY 12.9% | 領先MA：股 $1103.80 [10上/20上/50上] 3/3 vs SPY $737.96 [10下/20下/50上] 1/3
MXL,NASDAQ:MXL,Electronic technology,Semiconductors,"MaxLinear, Inc",C,,False,1,1,2,92.12,W1 1/3：股升日量高；大陽3根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 437.5% vs SPY 12.9% | 領先MA：股 $92.12 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
MYRG,NASDAQ:MYRG,Industrial services,Engineering & construction,"MYR Group, Inc.",C,,False,1,1,2,464.59,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 69.3% vs SPY 12.9% | 領先MA：股 $464.59 [10上/20上/50上] 3/3 vs SPY $737.79 [10下/20下/50上] 1/3
NOK,NYSE:NOK,Electronic technology,Telecommunications equipment,Nokia Corporation Sponsored,C,,False,1,1,2,13.85,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 71.7% vs SPY 12.9% | 領先MA未過：股 $13.84 [10下/20下/50上] 1/3 vs SPY $737.93 [10下/20下/50上] 1/3
NOVT,NASDAQ:NOVT,Electronic technology,Electronic equipment/Instruments,Novanta Inc.,B,,False,2,0,2,152.0,W1 2/3：MA轉上；股升日量高；大陽1根 | D1 0/3：未達 | W/D 未過 | 跌市反向：3M 29.5% vs SPY 12.9% | 領先MA未過：股 $152.00 [10下/20下/50上] 1/3 vs SPY $738.12 [10下/20下/50上] 1/3
NPO,NYSE:NPO,Producer manufacturing,Industrial machinery,Enpro Inc.,C,,False,1,1,2,379.86,W1 1/3：股跌日量低；大陽3根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 50.0% vs SPY 12.9% | 領先MA：股 $379.86 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
NWL,NASDAQ:NWL,Producer manufacturing,Industrial machinery,Newell Brands Inc.,C,,False,1,1,2,5.18,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高；大陽4根 | W/D 未過 | 跌市反向：3M 47.4% vs SPY 12.9% | 領先MA：股 $5.18 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
NXPI,NASDAQ:NXPI,Electronic technology,Semiconductors,NXP Semiconductors N.V.,C,,False,1,1,2,306.43,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 59.3% vs SPY 12.9% | 領先MA：股 $306.43 [10上/20下/50上] 2/3 vs SPY $737.93 [10下/20下/50上] 1/3
OC,NYSE:OC,Process industries,Containers/Packaging,Owens Corning Inc,C,,False,1,1,2,123.29,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 15.8% vs SPY 12.9% | 領先MA：股 $123.29 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
ONTO,NYSE:ONTO,Electronic technology,Electronic equipment/Instruments,Onto Innovation Inc.,C,,False,1,1,2,321.55,W1 1/3：股升日量高；大陽3根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 53.3% vs SPY 12.9% | 領先MA：股 $321.55 [10上/20上/50上] 3/3 vs SPY $737.87 [10下/20下/50上] 1/3
OUST,NASDAQ:OUST,Electronic technology,Semiconductors,"Ouster, Inc.",C,,False,1,1,2,49.5,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高；大陽3根 | W/D 未過 | 跌市反向：3M 133.7% vs SPY 12.9% | 領先MA：股 $49.50 [10上/20上/50上] 3/3 vs SPY $738.06 [10下/20下/50上] 1/3
PAYO,NASDAQ:PAYO,Commercial services,Miscellaneous commercial services,Payoneer Global Inc.,C,,False,1,1,2,7.05,W1 1/3：股升日量高；大陽1根 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 跌市反向：3M 47.1% vs SPY 12.9% | 領先MA：股 $7.05 [10上/20上/50上] 3/3 vs SPY $737.97 [10下/20下/50上] 1/3
PHM,NYSE:PHM,Consumer durables,Homebuilding,"PulteGroup, Inc.",C,,False,1,1,2,125.84,W1 1/3：股跌日量低 | D1 1/3：股跌日量低；大陽3根 | W/D 未過 | 未跑贏：3M 6.3% vs SPY 12.9% | 領先MA：股 $125.84 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
PLUG,NASDAQ:PLUG,Electronic technology,Electronic production equipment,"Plug Power, Inc.",C,,False,1,1,2,2.82,W1 1/3：股跌日量低；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 21.9% vs SPY 12.9% | 領先MA未過：股 $2.82 [10上/20下/50下] 1/3 vs SPY $738.20 [10下/20下/50上] 1/3
POET,NASDAQ:POET,Producer manufacturing,Electrical products,POET Technologies Inc.,C,,False,1,1,2,11.59,W1 1/3：股升日量高；大陽2根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 90.9% vs SPY 12.9% | 領先MA未過：股 $11.57 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
POWL,NASDAQ:POWL,Producer manufacturing,Electrical products,"Powell Industries, Inc.",C,,False,1,1,2,289.83,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 60.3% vs SPY 12.9% | 領先MA未過：股 $289.83 [10下/20下/50上] 1/3 vs SPY $737.95 [10下/20下/50上] 1/3
QBTS,NYSE:QBTS,Electronic technology,Computer processing hardware,D-Wave Quantum Inc.,C,,False,1,1,2,26.55,W1 1/3：股升日量高；大陽2根 | D1 1/3：股升日量高 | W/D 未過 | 跌市反向：3M 62.8% vs SPY 12.9% | 領先MA：股 $26.56 [10上/20上/50上] 3/3 vs SPY $737.95 [10下/20下/50上] 1/3
QRVO,NASDAQ:QRVO,Electronic technology,Semiconductors,"Qorvo, Inc.",B,,False,0,2,2,99.96,W1 0/3：大陽2根 | D1 2/3：量價配合 | W/D 未過 | 跌市反向：3M 26.9% vs SPY 12.9% | 領先MA：股 $99.96 [10上/20下/50上] 2/3 vs SPY $737.95 [10下/20下/50上] 1/3
RELY,NASDAQ:RELY,Commercial services,Miscellaneous commercial services,"Remitly Global, Inc.",C,,False,1,1,2,20.64,W1 1/3：股升日量高；大陽1根 | D1 1/3：股跌日量低 | W/D 未過 | 跌市反向：3M 27.3% vs SPY 12.9% | 領先MA：股 $20.64 [10上/20上/50下] 2/3 vs SPY $738.22 [10下/20下/50上] 1/3
RIO,NYSE:RIO,Non-energy minerals,Other metals/Minerals,Rio Tinto Plc,C,,False,1,1,2,96.41,W1 1/3：股跌日量低 | D1 1/3：股升日量高；大陽2根 | W/D 未過 | 未跑贏：3M 12.3% vs SPY 12.9% | 領先MA未過：股 $96.41 [10下/20下/50下] 0/3 vs SPY $737.97 [10下/20下/50上] 1/3
RMBS,NASDAQ:RMBS,Electronic technology,Semiconductors,"Rambus, Inc.",B,,False,0,2,2,133.52,W1 0/3：大陽3根 | D1 2/3：量價配合 | W/D 未過 | 跌市反向：3M 43.0% vs SPY 12.9% | 領先MA未過：股 $133.52 [10下/20下/50下] 0/3 vs SPY $737.98 [10下/20下/50上] 1/3
RRX,NYSE:RRX,Producer manufacturing,Electrical products,Regal Rexnord Corporation,C,,False,1,1,2,224.3,W1 1/3：股跌日量低；大陽1根 | D1 1/3：股跌日量低；大陽2根 | W/D 未過 | 跌市反向：3M 22.2% vs SPY 12.9% | 領先MA：股 $224.30 [10上/20上/50上] 3/3 vs SPY $737.98 [10下/20下/50上] 1/3
RVMD,NASDAQ:RVMD,Health technology,Pharmaceuticals: other,"Revolution Medicines, Inc.",B,,False,0,2,2,168.0,W1 0/3：大陽1根 | D1 2/3：MA轉上；股跌日量低 | W/D 未過 | 跌市反向：3M 73.9% vs SPY 12.9% | 領先MA：股 $168.00 [10上/20上/50上] 3/3 vs SPY $738.15 [10下/20下/50上] 1/3
